case_id,case_type,network,baseline,accepted
case14:duplicate_generator_n1:f0.08,harmful_alias,case14,B6_full_PCC,False
case14:duplicate_generator_n1:f0.1,harmful_alias,case14,B0_no_validation,True
case14:duplicate_generator_n1:f0.1,harmful_alias,case14,B1_feature_only,True
case14:duplicate_generator_n1:f0.1,harmful_alias,case14,B2_schema_only,True
case14:duplicate_generator_n1:f0.1,harmful_alias,case14,B3_conservation_only,True
case14:duplicate_generator_n1:f0.1,harmful_alias,case14,B4_id_only,False
case14:duplicate_generator_n1:f0.1,harmful_alias,case14,B5_provenance_signature_without_semantics,True
case14:duplicate_generator_n1:f0.1,harmful_alias,case14,B6_full_PCC,False
case30:duplicate_generator_n1:f0.005,harmful_alias,case30,B0_no_validation,True
case30:duplicate_generator_n1:f0.005,harmful_alias,case30,B1_feature_only,True
case30:duplicate_generator_n1:f0.005,harmful_alias,case30,B2_schema_only,True
case30:duplicate_generator_n1:f0.005,harmful_alias,case30,B3_conservation_only,True
case30:duplicate_generator_n1:f0.005,harmful_alias,case30,B4_id_only,False
case30:duplicate_generator_n1:f0.005,harmful_alias,case30,B5_provenance_signature_without_semantics,True
case30:duplicate_generator_n1:f0.005,harmful_alias,case30,B6_full_PCC,False
case30:duplicate_generator_n1:f0.01,harmful_alias,case30,B0_no_validation,True
case30:duplicate_generator_n1:f0.01,harmful_alias,case30,B1_feature_only,True
case30:duplicate_generator_n1:f0.01,harmful_alias,case30,B2_schema_only,True
case30:duplicate_generator_n1:f0.01,harmful_alias,case30,B3_conservation_only,True
case30:duplicate_generator_n1:f0.01,harmful_alias,case30,B4_id_only,False
case30:duplicate_generator_n1:f0.01,harmful_alias,case30,B5_provenance_signature_without_semantics,True
case30:duplicate_generator_n1:f0.01,harmful_alias,case30,B6_full_PCC,False
case30:duplicate_generator_n1:f0.02,harmful_alias,case30,B0_no_validation,True
case30:duplicate_generator_n1:f0.02,harmful_alias,case30,B1_feature_only,True
case30:duplicate_generator_n1:f0.02,harmful_alias,case30,B2_schema_only,True
case30:duplicate_generator_n1:f0.02,harmful_alias,case30,B3_conservation_only,True
case30:duplicate_generator_n1:f0.02,harmful_alias,case30,B4_id_only,False
case30:duplicate_generator_n1:f0.02,harmful_alias,case30,B5_provenance_signature_without_semantics,True
case30:duplicate_generator_n1:f0.02,harmful_alias,case30,B6_full_PCC,False
case30:duplicate_generator_n1:f0.03,harmful_alias,case30,B0_no_validation,True
case30:duplicate_generator_n1:f0.03,harmful_alias,case30,B1_feature_only,True
case30:duplicate_generator_n1:f0.03,harmful_alias,case30,B2_schema_only,True
case30:duplicate_generator_n1:f0.03,harmful_alias,case30,B3_conservation_only,True
case30:duplicate_generator_n1:f0.03,harmful_alias,case30,B4_id_only,False
case30:duplicate_generator_n1:f0.03,harmful_alias,case30,B5_provenance_signature_without_semantics,True
case30:duplicate_generator_n1:f0.03,harmful_alias,case30,B6_full_PCC,False
case30:duplicate_generator_n1:f0.05,harmful_alias,case30,B0_no_validation,True
case30:duplicate_generator_n1:f0.05,harmful_alias,case30,B1_feature_only,True
case30:duplicate_generator_n1:f0.05,harmful_alias,case30,B2_schema_only,True
case30:duplicate_generator_n1:f0.05,harmful_alias,case30,B3_conservation_only,True
case30:duplicate_generator_n1:f0.05,harmful_alias,case30,B4_id_only,False
case30:duplicate_generator_n1:f0.05,harmful_alias,case30,B5_provenance_signature_without_semantics,True
case30:duplicate_generator_n1:f0.05,harmful_alias,case30,B6_full_PCC,False
case30:duplicate_generator_n1:f0.08,harmful_alias,case30,B0_no_validation,True
case30:duplicate_generator_n1:f0.08,harmful_alias,case30,B1_feature_only,True
case30:duplicate_generator_n1:f0.08,harmful_alias,case30,B2_schema_only,True
case30:duplicate_generator_n1:f0.08,harmful_alias,case30,B3_conservation_only,True
case30:duplicate_generator_n1:f0.08,harmful_alias,case30,B4_id_only,False
case30:duplicate_generator_n1:f0.08,harmful_alias,case30,B5_provenance_signature_without_semantics,True
case30:duplicate_generator_n1:f0.08,harmful_alias,case30,B6_full_PCC,False
case30:duplicate_generator_n1:f0.1,harmful_alias,case30,B0_no_validation,True
case30:duplicate_generator_n1:f0.1,harmful_alias,case30,B1_feature_only,True
case30:duplicate_generator_n1:f0.1,harmful_alias,case30,B2_schema_only,True
case30:duplicate_generator_n1:f0.1,harmful_alias,case30,B3_conservation_only,True
case30:duplicate_generator_n1:f0.1,harmful_alias,case30,B4_id_only,False
case30:duplicate_generator_n1:f0.1,harmful_alias,case30,B5_provenance_signature_without_semantics,True
case30:duplicate_generator_n1:f0.1,harmful_alias,case30,B6_full_PCC,False
case57:duplicate_generator_n1:f0.005,harmful_alias,case57,B0_no_validation,True
case57:duplicate_generator_n1:f0.005,harmful_alias,case57,B1_feature_only,True
case57:duplicate_generator_n1:f0.005,harmful_alias,case57,B2_schema_only,True
case57:duplicate_generator_n1:f0.005,harmful_alias,case57,B3_conservation_only,True
case57:duplicate_generator_n1:f0.005,harmful_alias,case57,B4_id_only,False
case57:duplicate_generator_n1:f0.005,harmful_alias,case57,B5_provenance_signature_without_semantics,True
case57:duplicate_generator_n1:f0.005,harmful_alias,case57,B6_full_PCC,False
case57:duplicate_generator_n1:f0.01,harmful_alias,case57,B0_no_validation,True
case57:duplicate_generator_n1:f0.01,harmful_alias,case57,B1_feature_only,True
case57:duplicate_generator_n1:f0.01,harmful_alias,case57,B2_schema_only,True
case57:duplicate_generator_n1:f0.01,harmful_alias,case57,B3_conservation_only,True
case57:duplicate_generator_n1:f0.01,harmful_alias,case57,B4_id_only,False
case57:duplicate_generator_n1:f0.01,harmful_alias,case57,B5_provenance_signature_without_semantics,True
case57:duplicate_generator_n1:f0.01,harmful_alias,case57,B6_full_PCC,False
case57:duplicate_generator_n1:f0.02,harmful_alias,case57,B0_no_validation,True
case57:duplicate_generator_n1:f0.02,harmful_alias,case57,B1_feature_only,True
case57:duplicate_generator_n1:f0.02,harmful_alias,case57,B2_schema_only,True
case57:duplicate_generator_n1:f0.02,harmful_alias,case57,B3_conservation_only,True
case57:duplicate_generator_n1:f0.02,harmful_alias,case57,B4_id_only,False
case57:duplicate_generator_n1:f0.02,harmful_alias,case57,B5_provenance_signature_without_semantics,True
case57:duplicate_generator_n1:f0.02,harmful_alias,case57,B6_full_PCC,False
case57:duplicate_generator_n1:f0.03,harmful_alias,case57,B0_no_validation,True
case57:duplicate_generator_n1:f0.03,harmful_alias,case57,B1_feature_only,True
case57:duplicate_generator_n1:f0.03,harmful_alias,case57,B2_schema_only,True
case57:duplicate_generator_n1:f0.03,harmful_alias,case57,B3_conservation_only,True
case57:duplicate_generator_n1:f0.03,harmful_alias,case57,B4_id_only,False
case57:duplicate_generator_n1:f0.03,harmful_alias,case57,B5_provenance_signature_without_semantics,True
case57:duplicate_generator_n1:f0.03,harmful_alias,case57,B6_full_PCC,False
case57:duplicate_generator_n1:f0.05,harmful_alias,case57,B0_no_validation,True
case57:duplicate_generator_n1:f0.05,harmful_alias,case57,B1_feature_only,True
case57:duplicate_generator_n1:f0.05,harmful_alias,case57,B2_schema_only,True
case57:duplicate_generator_n1:f0.05,harmful_alias,case57,B3_conservation_only,True
case57:duplicate_generator_n1:f0.05,harmful_alias,case57,B4_id_only,False
case57:duplicate_generator_n1:f0.05,harmful_alias,case57,B5_provenance_signature_without_semantics,True
case57:duplicate_generator_n1:f0.05,harmful_alias,case57,B6_full_PCC,False
case57:duplicate_generator_n1:f0.08,harmful_alias,case57,B0_no_validation,True
case57:duplicate_generator_n1:f0.08,harmful_alias,case57,B1_feature_only,True
case57:duplicate_generator_n1:f0.08,harmful_alias,case57,B2_schema_only,True
case57:duplicate_generator_n1:f0.08,harmful_alias,case57,B3_conservation_only,True
case57:duplicate_generator_n1:f0.08,harmful_alias,case57,B4_id_only,False
case57:duplicate_generator_n1:f0.08,harmful_alias,case57,B5_provenance_signature_without_semantics,True
case57:duplicate_generator_n1:f0.08,harmful_alias,case57,B6_full_PCC,False
case57:duplicate_generator_n1:f0.1,harmful_alias,case57,B0_no_validation,True
case57:duplicate_generator_n1:f0.1,harmful_alias,case57,B1_feature_only,True
case57:duplicate_generator_n1:f0.1,harmful_alias,case57,B2_schema_only,True
case57:duplicate_generator_n1:f0.1,harmful_alias,case57,B3_conservation_only,True
case57:duplicate_generator_n1:f0.1,harmful_alias,case57,B4_id_only,False
case57:duplicate_generator_n1:f0.1,harmful_alias,case57,B5_provenance_signature_without_semantics,True
case57:duplicate_generator_n1:f0.1,harmful_alias,case57,B6_full_PCC,False
case118:duplicate_generator_n1:f0.005,harmful_alias,case118,B0_no_validation,True
case118:duplicate_generator_n1:f0.005,harmful_alias,case118,B1_feature_only,True
case118:duplicate_generator_n1:f0.005,harmful_alias,case118,B2_schema_only,True
case118:duplicate_generator_n1:f0.005,harmful_alias,case118,B3_conservation_only,True
case118:duplicate_generator_n1:f0.005,harmful_alias,case118,B4_id_only,False
case118:duplicate_generator_n1:f0.005,harmful_alias,case118,B5_provenance_signature_without_semantics,True
case118:duplicate_generator_n1:f0.005,harmful_alias,case118,B6_full_PCC,False
case118:duplicate_generator_n1:f0.01,harmful_alias,case118,B0_no_validation,True
case118:duplicate_generator_n1:f0.01,harmful_alias,case118,B1_feature_only,True
case118:duplicate_generator_n1:f0.01,harmful_alias,case118,B2_schema_only,True
case118:duplicate_generator_n1:f0.01,harmful_alias,case118,B3_conservation_only,True
case118:duplicate_generator_n1:f0.01,harmful_alias,case118,B4_id_only,False
case118:duplicate_generator_n1:f0.01,harmful_alias,case118,B5_provenance_signature_without_semantics,True
case118:duplicate_generator_n1:f0.01,harmful_alias,case118,B6_full_PCC,False
case118:duplicate_generator_n1:f0.02,harmful_alias,case118,B0_no_validation,True
case118:duplicate_generator_n1:f0.02,harmful_alias,case118,B1_feature_only,True
case118:duplicate_generator_n1:f0.02,harmful_alias,case118,B2_schema_only,True
case118:duplicate_generator_n1:f0.02,harmful_alias,case118,B3_conservation_only,True
case118:duplicate_generator_n1:f0.02,harmful_alias,case118,B4_id_only,False
case118:duplicate_generator_n1:f0.02,harmful_alias,case118,B5_provenance_signature_without_semantics,True
case118:duplicate_generator_n1:f0.02,harmful_alias,case118,B6_full_PCC,False
case118:duplicate_generator_n1:f0.03,harmful_alias,case118,B0_no_validation,True
case118:duplicate_generator_n1:f0.03,harmful_alias,case118,B1_feature_only,True
case118:duplicate_generator_n1:f0.03,harmful_alias,case118,B2_schema_only,True
case118:duplicate_generator_n1:f0.03,harmful_alias,case118,B3_conservation_only,True
case118:duplicate_generator_n1:f0.03,harmful_alias,case118,B4_id_only,False
case118:duplicate_generator_n1:f0.03,harmful_alias,case118,B5_provenance_signature_without_semantics,True
case118:duplicate_generator_n1:f0.03,harmful_alias,case118,B6_full_PCC,False
case118:duplicate_generator_n1:f0.05,harmful_alias,case118,B0_no_validation,True
case118:duplicate_generator_n1:f0.05,harmful_alias,case118,B1_feature_only,True
case118:duplicate_generator_n1:f0.05,harmful_alias,case118,B2_schema_only,True
case118:duplicate_generator_n1:f0.05,harmful_alias,case118,B3_conservation_only,True
case118:duplicate_generator_n1:f0.05,harmful_alias,case118,B4_id_only,False
case118:duplicate_generator_n1:f0.05,harmful_alias,case118,B5_provenance_signature_without_semantics,True
case118:duplicate_generator_n1:f0.05,harmful_alias,case118,B6_full_PCC,False
case118:duplicate_generator_n1:f0.08,harmful_alias,case118,B0_no_validation,True
case118:duplicate_generator_n1:f0.08,harmful_alias,case118,B1_feature_only,True
case118:duplicate_generator_n1:f0.08,harmful_alias,case118,B2_schema_only,True
case118:duplicate_generator_n1:f0.08,harmful_alias,case118,B3_conservation_only,True
case118:duplicate_generator_n1:f0.08,harmful_alias,case118,B4_id_only,False
case118:duplicate_generator_n1:f0.08,harmful_alias,case118,B5_provenance_signature_without_semantics,True
case118:duplicate_generator_n1:f0.08,harmful_alias,case118,B6_full_PCC,False
case118:duplicate_generator_n1:f0.1,harmful_alias,case118,B0_no_validation,True
case118:duplicate_generator_n1:f0.1,harmful_alias,case118,B1_feature_only,True
case118:duplicate_generator_n1:f0.1,harmful_alias,case118,B2_schema_only,True
case118:duplicate_generator_n1:f0.1,harmful_alias,case118,B3_conservation_only,True
case118:duplicate_generator_n1:f0.1,harmful_alias,case118,B4_id_only,False
case118:duplicate_generator_n1:f0.1,harmful_alias,case118,B5_provenance_signature_without_semantics,True
case118:duplicate_generator_n1:f0.1,harmful_alias,case118,B6_full_PCC,False
case300:duplicate_generator_n1:f0.005,harmful_alias,case300,B0_no_validation,True
case300:duplicate_generator_n1:f0.005,harmful_alias,case300,B1_feature_only,True
case300:duplicate_generator_n1:f0.005,harmful_alias,case300,B2_schema_only,True
case300:duplicate_generator_n1:f0.005,harmful_alias,case300,B3_conservation_only,True
case300:duplicate_generator_n1:f0.005,harmful_alias,case300,B4_id_only,False
case300:duplicate_generator_n1:f0.005,harmful_alias,case300,B5_provenance_signature_without_semantics,True
case300:duplicate_generator_n1:f0.005,harmful_alias,case300,B6_full_PCC,False
case300:duplicate_generator_n1:f0.01,harmful_alias,case300,B0_no_validation,True
case300:duplicate_generator_n1:f0.01,harmful_alias,case300,B1_feature_only,True
case300:duplicate_generator_n1:f0.01,harmful_alias,case300,B2_schema_only,True
case300:duplicate_generator_n1:f0.01,harmful_alias,case300,B3_conservation_only,True
case300:duplicate_generator_n1:f0.01,harmful_alias,case300,B4_id_only,False
case300:duplicate_generator_n1:f0.01,harmful_alias,case300,B5_provenance_signature_without_semantics,True
case300:duplicate_generator_n1:f0.01,harmful_alias,case300,B6_full_PCC,False
case300:duplicate_generator_n1:f0.02,harmful_alias,case300,B0_no_validation,True
case300:duplicate_generator_n1:f0.02,harmful_alias,case300,B1_feature_only,True
case300:duplicate_generator_n1:f0.02,harmful_alias,case300,B2_schema_only,True
case300:duplicate_generator_n1:f0.02,harmful_alias,case300,B3_conservation_only,True
case300:duplicate_generator_n1:f0.02,harmful_alias,case300,B4_id_only,False
case300:duplicate_generator_n1:f0.02,harmful_alias,case300,B5_provenance_signature_without_semantics,True
case300:duplicate_generator_n1:f0.02,harmful_alias,case300,B6_full_PCC,False
case300:duplicate_generator_n1:f0.03,harmful_alias,case300,B0_no_validation,True
case300:duplicate_generator_n1:f0.03,harmful_alias,case300,B1_feature_only,True
case300:duplicate_generator_n1:f0.03,harmful_alias,case300,B2_schema_only,True
case300:duplicate_generator_n1:f0.03,harmful_alias,case300,B3_conservation_only,True
case300:duplicate_generator_n1:f0.03,harmful_alias,case300,B4_id_only,False
case300:duplicate_generator_n1:f0.03,harmful_alias,case300,B5_provenance_signature_without_semantics,True
case300:duplicate_generator_n1:f0.03,harmful_alias,case300,B6_full_PCC,False
case14:lawful_split:0,lawful_transform,case14,B0_no_validation,True
case14:lawful_split:0,lawful_transform,case14,B1_feature_only,True
case14:lawful_split:0,lawful_transform,case14,B2_schema_only,True
case14:lawful_split:0,lawful_transform,case14,B3_conservation_only,True
case14:lawful_split:0,lawful_transform,case14,B4_id_only,False
case14:lawful_split:0,lawful_transform,case14,B5_provenance_signature_without_semantics,True
case14:lawful_split:0,lawful_transform,case14,B6_full_PCC,False
case14:lawful_split:1,lawful_transform,case14,B0_no_validation,True
case14:lawful_split:1,lawful_transform,case14,B1_feature_only,True
case14:lawful_split:1,lawful_transform,case14,B2_schema_only,True
case14:lawful_split:1,lawful_transform,case14,B3_conservation_only,True
case14:lawful_split:1,lawful_transform,case14,B4_id_only,False
case14:lawful_split:1,lawful_transform,case14,B5_provenance_signature_without_semantics,True
case14:lawful_split:1,lawful_transform,case14,B6_full_PCC,False
case14:lawful_split:2,lawful_transform,case14,B0_no_validation,True
case14:lawful_split:2,lawful_transform,case14,B1_feature_only,True
case14:lawful_split:2,lawful_transform,case14,B2_schema_only,True
case14:lawful_split:2,lawful_transform,case14,B3_conservation_only,True
case14:lawful_split:2,lawful_transform,case14,B4_id_only,False
case14:lawful_split:2,lawful_transform,case14,B5_provenance_signature_without_semantics,True
case14:lawful_split:2,lawful_transform,case14,B6_full_PCC,False
case14:lawful_split:3,lawful_transform,case14,B0_no_validation,True
case14:lawful_split:3,lawful_transform,case14,B1_feature_only,True
case14:lawful_split:3,lawful_transform,case14,B2_schema_only,True
case14:lawful_split:3,lawful_transform,case14,B3_conservation_only,True
case14:lawful_split:3,lawful_transform,case14,B4_id_only,False
case14:lawful_split:3,lawful_transform,case14,B5_provenance_signature_without_semantics,True
case14:lawful_split:3,lawful_transform,case14,B6_full_PCC,False
case14:lawful_split:4,lawful_transform,case14,B0_no_validation,True
case14:lawful_split:4,lawful_transform,case14,B1_feature_only,True
case14:lawful_split:4,lawful_transform,case14,B2_schema_only,True
case14:lawful_split:4,lawful_transform,case14,B3_conservation_only,True
case14:lawful_split:4,lawful_transform,case14,B4_id_only,False
case14:lawful_split:4,lawful_transform,case14,B5_provenance_signature_without_semantics,True
case14:lawful_split:4,lawful_transform,case14,B6_full_PCC,False
case14:lawful_split:5,lawful_transform,case14,B0_no_validation,True
case14:lawful_split:5,lawful_transform,case14,B1_feature_only,True
case14:lawful_split:5,lawful_transform,case14,B2_schema_only,True
case14:lawful_split:5,lawful_transform,case14,B3_conservation_only,True
case14:lawful_split:5,lawful_transform,case14,B4_id_only,False
case14:lawful_split:5,lawful_transform,case14,B5_provenance_signature_without_semantics,True
case14:lawful_split:5,lawful_transform,case14,B6_full_PCC,False
case14:lawful_split:6,lawful_transform,case14,B0_no_validation,True
case14:lawful_split:6,lawful_transform,case14,B1_feature_only,True
case14:lawful_split:6,lawful_transform,case14,B2_schema_only,True
case14:lawful_split:6,lawful_transform,case14,B3_conservation_only,True
case14:lawful_split:6,lawful_transform,case14,B4_id_only,False
case14:lawful_split:6,lawful_transform,case14,B5_provenance_signature_without_semantics,True
case14:lawful_split:6,lawful_transform,case14,B6_full_PCC,False
case14:lawful_split:7,lawful_transform,case14,B0_no_validation,True
case14:lawful_split:7,lawful_transform,case14,B1_feature_only,True
case14:lawful_split:7,lawful_transform,case14,B2_schema_only,True
case14:lawful_split:7,lawful_transform,case14,B3_conservation_only,True
case14:lawful_split:7,lawful_transform,case14,B4_id_only,False
case14:lawful_split:7,lawful_transform,case14,B5_provenance_signature_without_semantics,True
case14:lawful_split:7,lawful_transform,case14,B6_full_PCC,False
case14:lawful_split:8,lawful_transform,case14,B0_no_validation,True
case14:lawful_split:8,lawful_transform,case14,B1_feature_only,True
case14:lawful_split:8,lawful_transform,case14,B2_schema_only,True
case14:lawful_split:8,lawful_transform,case14,B3_conservation_only,True
case14:lawful_split:8,lawful_transform,case14,B4_id_only,False
case14:lawful_split:8,lawful_transform,case14,B5_provenance_signature_without_semantics,True
case14:lawful_split:8,lawful_transform,case14,B6_full_PCC,False
case14:lawful_split:9,lawful_transform,case14,B0_no_validation,True
case14:lawful_split:9,lawful_transform,case14,B1_feature_only,True
case14:lawful_split:9,lawful_transform,case14,B2_schema_only,True
case14:lawful_split:9,lawful_transform,case14,B3_conservation_only,True
case14:lawful_split:9,lawful_transform,case14,B4_id_only,False
case14:lawful_split:9,lawful_transform,case14,B5_provenance_signature_without_semantics,True
case14:lawful_split:9,lawful_transform,case14,B6_full_PCC,False
case14:lawful_split:10,lawful_transform,case14,B0_no_validation,True
case14:lawful_split:10,lawful_transform,case14,B1_feature_only,True
case14:lawful_split:10,lawful_transform,case14,B2_schema_only,True
case14:lawful_split:10,lawful_transform,case14,B3_conservation_only,True
case14:lawful_split:10,lawful_transform,case14,B4_id_only,False
case14:lawful_split:10,lawful_transform,case14,B5_provenance_signature_without_semantics,True
case14:lawful_split:10,lawful_transform,case14,B6_full_PCC,False
case14:lawful_split:11,lawful_transform,case14,B0_no_validation,True
case14:lawful_split:11,lawful_transform,case14,B1_feature_only,True
case14:lawful_split:11,lawful_transform,case14,B2_schema_only,True
case14:lawful_split:11,lawful_transform,case14,B3_conservation_only,True
case14:lawful_split:11,lawful_transform,case14,B4_id_only,False
case14:lawful_split:11,lawful_transform,case14,B5_provenance_signature_without_semantics,True
case14:lawful_split:11,lawful_transform,case14,B6_full_PCC,False
case14:lawful_split:12,lawful_transform,case14,B0_no_validation,True
case14:lawful_split:12,lawful_transform,case14,B1_feature_only,True
case14:lawful_split:12,lawful_transform,case14,B2_schema_only,True
case14:lawful_split:12,lawful_transform,case14,B3_conservation_only,True
case14:lawful_split:12,lawful_transform,case14,B4_id_only,False
case14:lawful_split:12,lawful_transform,case14,B5_provenance_signature_without_semantics,True
case14:lawful_split:12,lawful_transform,case14,B6_full_PCC,False
case14:lawful_split:13,lawful_transform,case14,B0_no_validation,True
case14:lawful_split:13,lawful_transform,case14,B1_feature_only,True
case14:lawful_split:13,lawful_transform,case14,B2_schema_only,True
case14:lawful_split:13,lawful_transform,case14,B3_conservation_only,True
case14:lawful_split:13,lawful_transform,case14,B4_id_only,False
case14:lawful_split:13,lawful_transform,case14,B5_provenance_signature_without_semantics,True
case14:lawful_split:13,lawful_transform,case14,B6_full_PCC,False
case14:lawful_split:14,lawful_transform,case14,B0_no_validation,True
case14:lawful_split:14,lawful_transform,case14,B1_feature_only,True
case14:lawful_split:14,lawful_transform,case14,B2_schema_only,True
case14:lawful_split:14,lawful_transform,case14,B3_conservation_only,True
case14:lawful_split:14,lawful_transform,case14,B4_id_only,False
case14:lawful_split:14,lawful_transform,case14,B5_provenance_signature_without_semantics,True
case14:lawful_split:14,lawful_transform,case14,B6_full_PCC,False
case14:lawful_split:15,lawful_transform,case14,B0_no_validation,True
case14:lawful_split:15,lawful_transform,case14,B1_feature_only,True
case14:lawful_split:15,lawful_transform,case14,B2_schema_only,True
case14:lawful_split:15,lawful_transform,case14,B3_conservation_only,True
case14:lawful_split:15,lawful_transform,case14,B4_id_only,False
case14:lawful_split:15,lawful_transform,case14,B5_provenance_signature_without_semantics,True
case14:lawful_split:15,lawful_transform,case14,B6_full_PCC,False
case14:lawful_split:16,lawful_transform,case14,B0_no_validation,True
case14:lawful_split:16,lawful_transform,case14,B1_feature_only,True
case14:lawful_split:16,lawful_transform,case14,B2_schema_only,True
case14:lawful_split:16,lawful_transform,case14,B3_conservation_only,True
case14:lawful_split:16,lawful_transform,case14,B4_id_only,False
case14:lawful_split:16,lawful_transform,case14,B5_provenance_signature_without_semantics,True
case14:lawful_split:16,lawful_transform,case14,B6_full_PCC,False
case14:lawful_split:17,lawful_transform,case14,B0_no_validation,True
case14:lawful_split:17,lawful_transform,case14,B1_feature_only,True
case14:lawful_split:17,lawful_transform,case14,B2_schema_only,True
case14:lawful_split:17,lawful_transform,case14,B3_conservation_only,True
case14:lawful_split:17,lawful_transform,case14,B4_id_only,False
case14:lawful_split:17,lawful_transform,case14,B5_provenance_signature_without_semantics,True
case14:lawful_split:17,lawful_transform,case14,B6_full_PCC,False
case14:lawful_split:18,lawful_transform,case14,B0_no_validation,True
case14:lawful_split:18,lawful_transform,case14,B1_feature_only,True
case14:lawful_split:18,lawful_transform,case14,B2_schema_only,True
case14:lawful_split:18,lawful_transform,case14,B3_conservation_only,True
case14:lawful_split:18,lawful_transform,case14,B4_id_only,False
case14:lawful_split:18,lawful_transform,case14,B5_provenance_signature_without_semantics,True
case14:lawful_split:18,lawful_transform,case14,B6_full_PCC,False
case14:lawful_split:19,lawful_transform,case14,B0_no_validation,True
case14:lawful_split:19,lawful_transform,case14,B1_feature_only,True
case14:lawful_split:19,lawful_transform,case14,B2_schema_only,True
case14:lawful_split:19,lawful_transform,case14,B3_conservation_only,True
case14:lawful_split:19,lawful_transform,case14,B4_id_only,False
case14:lawful_split:19,lawful_transform,case14,B5_provenance_signature_without_semantics,True
case14:lawful_split:19,lawful_transform,case14,B6_full_PCC,False
case14:lawful_split:20,lawful_transform,case14,B0_no_validation,True
case14:lawful_split:20,lawful_transform,case14,B1_feature_only,True
case14:lawful_split:20,lawful_transform,case14,B2_schema_only,True
case14:lawful_split:20,lawful_transform,case14,B3_conservation_only,True
case14:lawful_split:20,lawful_transform,case14,B4_id_only,False
case14:lawful_split:20,lawful_transform,case14,B5_provenance_signature_without_semantics,True
case14:lawful_split:20,lawful_transform,case14,B6_full_PCC,False
case14:lawful_split:21,lawful_transform,case14,B0_no_validation,True
case14:lawful_split:21,lawful_transform,case14,B1_feature_only,True
case14:lawful_split:21,lawful_transform,case14,B2_schema_only,True
case14:lawful_split:21,lawful_transform,case14,B3_conservation_only,True
case14:lawful_split:21,lawful_transform,case14,B4_id_only,False
case14:lawful_split:21,lawful_transform,case14,B5_provenance_signature_without_semantics,True
